temperature,humidity,moisture,nitrogen,potassium,phosphorus,label
31.7,54.2,29.3,26.2,29.5,39.6,Diseased
34.6,61.9,31.8,26.5,34.1,13,Diseased
37.1,83.8,28.4,82.1,20.3,12.4,Diseased
25.5,86.1,69.5,72.9,72.8,35.2,Diseased
25.7,54.1,20.3,47.4,39.4,34,Diseased
28.6,46.5,46.1,84,61.7,25.3,Healthy
35.7,71.7,69.4,63.1,37.7,40.2,Diseased
35.5,60.9,42.1,51.8,26.7,25.2,Healthy
20.6,43.6,44.7,41.3,77.7,27.1,Healthy
21,65.3,24.6,53.9,39.9,46.7,Diseased
25.6,44.3,51.9,91.7,15.4,16.4,Diseased
29.6,85.5,32.6,84.1,46.3,47.2,Healthy
20.2,78.1,68.9,12.6,54,23.8,Diseased
21,76.7,54.5,48.5,66.8,33.4,Healthy
37.1,40.5,40.3,78.1,57.5,37.2,Healthy
32.4,54.2,25.7,94.4,57.3,14.4,Diseased
34.4,40.9,48.3,46.8,53.3,45.9,Healthy
21,73.8,39.8,66.6,72.6,40.1,Healthy
36.1,45.6,43.7,37.9,18.6,42.5,Diseased
27.2,47.8,66.9,46.6,23.1,35.5,Diseased
35.8,71.4,48.1,75,79,41.9,Healthy
27.3,68.4,34.2,48.2,74.8,20.1,Healthy
26.7,64.9,58.2,11.8,17.7,17.2,Diseased
23.6,60.1,29,33,11.2,16.2,Diseased
20.9,51.7,53.8,62.1,33.2,48.3,Healthy
22.2,72.7,32,90.1,51.7,10.8,Healthy
34.3,64.2,31.7,80.7,54.5,6.8,Diseased
21.9,59.9,51.3,88,43.2,26.3,Healthy
24.3,87.2,34.3,30.9,56.3,44.6,Healthy
20.9,79.8,49.1,75.9,70.7,9,Diseased
26.1,86.1,32.3,55.8,19.8,16.8,Diseased
31.6,81.5,46.2,45,42.5,40.1,Healthy
39.7,47.5,37.7,70.3,71.6,29.8,Healthy
27.3,79.7,43.6,15.6,54.1,42.5,Diseased
24.5,57.9,38.7,48.8,44.5,25.1,Healthy
35.7,71.3,55.8,24.7,48.7,44.5,Diseased
33.9,58.7,61.2,46.8,25.1,7.6,Diseased
34.9,40.4,62.9,56.1,65.8,18.5,Diseased
34.9,77.1,49.1,40.8,66.1,17.3,Healthy
36.2,66.8,36.9,84.7,12.1,17.5,Diseased
20.3,80.4,41.2,16.4,31,27.3,Diseased
38.2,86.4,25,30.9,74,42.7,Diseased
26.2,68.3,20.4,38.3,49.1,34.7,Diseased
35.9,55.6,69.1,98.8,11.3,47.7,Diseased
24.5,60.9,55.7,37,64.8,38.4,Healthy
23.9,68.7,30.5,12.5,55.3,11.9,Diseased
29.8,59.5,23.2,24.9,49.9,31,Diseased
20.5,74.5,53.6,12.9,16.6,44,Diseased
22.5,86,67.4,75.3,66.1,20.8,Diseased
21.2,59.9,22.5,26.1,11.8,29.4,Diseased
24.7,45.4,58.8,33.2,42,45.5,Healthy
20.8,84.9,27.6,85,17.4,7.6,Diseased
24.9,64.1,23.2,72.6,62.3,6.9,Diseased
32.5,83.4,53.6,98.7,65.4,7.2,Diseased
25.7,65.8,53.1,80.7,74.3,14.1,Healthy
33.1,79.7,42.4,85.9,61,27.6,Healthy
36.7,64.4,55,79.8,51.2,39.7,Healthy
32.2,59.3,31.8,97.4,40.5,37.9,Healthy
27,88.4,46.5,80.3,73.7,45.1,Healthy
22.3,67.5,56.6,31.4,46.6,9.3,Diseased
31,74.5,30.4,83.3,72.4,41.8,Healthy
23.6,74.8,59.9,19.5,31.9,36.7,Diseased
31.9,62.5,64.9,44.2,17.3,6.7,Diseased
38.5,49.6,47.8,86.7,79.9,31.4,Healthy
29.8,73.6,63.9,98.6,76.4,24.5,Diseased
28.7,54.4,61.1,97.4,50.4,30.2,Diseased
28,55.9,52.3,78.4,37.8,19.3,Healthy
20.6,43.7,38.8,18.1,68.6,43.3,Diseased
27.1,89,38.8,97.8,49.7,33,Healthy
22.1,67.2,59.9,75.4,36.7,49.1,Healthy
26.6,76.5,53.4,72.6,71.2,8,Diseased
24.9,70.8,47.5,69.6,63.3,32.4,Healthy
32.1,60.3,58.5,80.3,16,45.9,Diseased
36.2,80.3,24.5,84.5,55.1,40,Diseased
30.8,60.9,59.4,91.5,48.6,32.4,Healthy
21.9,71.7,25.8,51,78.7,15.9,Diseased
34.6,45.5,42.3,91.4,43.3,20.5,Healthy
36.3,61.9,48.2,74.8,29.7,9.1,Diseased
26.4,50.8,56.2,74,40.3,39.2,Healthy
35.8,54.3,51.6,80,24,9.5,Diseased
32.3,45.8,45,53.5,41.2,29.9,Healthy
29.9,53,37,15.5,57.2,25.6,Diseased
21.6,81.6,49.8,51.4,64.7,8.1,Diseased
33.1,62.3,65.6,24.7,60.4,46.6,Diseased
23.3,78.1,57.5,32.8,57.6,23.3,Healthy
35,43.5,64.9,90.8,53.6,23.6,Diseased
33.2,47.1,49.9,59.3,19.4,27.4,Diseased
30.8,51.6,65.3,98.9,30.2,32,Diseased
32.8,74.9,21.7,12.7,73.5,33.8,Diseased
20.7,40.9,48.3,27,17,16.4,Diseased
31,52.9,23,12.4,17.3,10,Diseased
30.6,44.6,58.9,57.5,18.8,9.8,Diseased
20.8,83.9,27.1,29,58.7,9.4,Diseased
39.1,40.1,45.1,22.2,13.2,11,Diseased
33.7,79.1,55.2,90.9,70.1,5.6,Diseased
35.1,46.5,29.3,80.2,28.9,24.3,Diseased
32,40.2,31,26.2,17.3,30.5,Diseased
20.4,87.4,66.5,97.7,20,28.6,Diseased
30.6,81,37.8,51.9,29.7,48,Healthy
36.8,66.9,29.9,33.6,31.3,32.9,Diseased
30.5,59.1,65.5,90.4,29.6,16.8,Diseased
29.8,64.4,67.1,34.9,53,33.8,Diseased
23.3,58.4,60.8,47.5,48.2,42.8,Diseased
27.1,52.4,34.1,36.9,31.9,43.2,Healthy
29.1,78.1,22.9,32.2,78.2,15.2,Diseased
30.6,56.3,20.2,83.9,42.3,37.2,Diseased
23.9,60.8,47.1,87.8,66.7,21.7,Healthy
35.3,88.8,34.3,13.4,70.3,45.7,Diseased
39.2,51,62.7,66.3,61.9,5.1,Diseased
35.4,54.9,26.3,87.4,73.1,6.5,Diseased
21.8,40.3,45.9,10.3,17.1,23.9,Diseased
31.9,57.5,63,79.8,42,47,Diseased
30.9,62.3,64.9,29.1,49.3,30.8,Diseased
30.8,51.5,35.9,46.3,39.5,32.3,Healthy
21.3,61.7,37.8,19.9,41.5,12.9,Diseased
35.4,65.4,42.8,93,72.4,31.1,Healthy
39.4,80.1,54.8,71.8,73.3,35.5,Healthy
29.3,67.7,37.6,11.8,56.9,43.6,Diseased
23.6,78.8,54.9,72,62,12.2,Healthy
32.9,53.7,22.2,85.2,53,40.1,Diseased
35.3,58.8,39.7,28.2,18.2,21,Diseased
20.6,75.8,69.3,36.6,30.6,9.8,Diseased
31.5,78.7,35.9,76.5,54.5,6.8,Diseased
25.1,78.7,52.2,95,23.2,38,Healthy
30.4,63,57.7,64.9,19.8,33.1,Diseased
32.3,44.2,61.4,84.6,72.3,29.8,Diseased
26.8,79.3,34.3,90,17,46.1,Diseased
34.3,75.8,66.1,38.9,24.2,12.7,Diseased
37.4,61.2,37,67.6,77.2,21.9,Healthy
23,46.4,48.5,41.3,53.2,36.8,Healthy
22.8,81.7,50.1,15.3,27.6,10.2,Diseased
20.8,78,23.1,25.1,36.1,17.5,Diseased
37.9,58,47.7,27.8,45.4,31.1,Diseased
29.1,44.2,68.7,31.8,43.6,8.3,Diseased
34.7,69.4,60.8,36,49.6,49.4,Diseased
37.3,47.4,63,25.3,38,25.7,Diseased
36.2,80.1,68,12.8,61.1,43.7,Diseased
32.7,85.1,37.8,92.2,20.3,5.3,Diseased
27.6,77.1,48,56.5,12.2,28.1,Diseased
29,86,36.7,30.6,59.7,33.1,Healthy
21,46.4,50.1,47.7,33.9,42.3,Healthy
31,71.4,69.5,30.1,53,5.6,Diseased
29,85.7,34.5,37,76.6,34.2,Healthy
33.2,82,53.8,17.6,16.2,27.4,Diseased
26.3,60.9,57.5,47.5,56.1,21.1,Healthy
25,86.1,59,18.4,69.8,18.7,Diseased
25.5,50.4,30.7,45.9,46.8,7.2,Diseased
34.1,48.8,40.2,38.6,67.8,49.4,Healthy
25.3,43.3,63.6,27.6,26.3,49.1,Diseased
39.4,53,41.2,12.5,66.1,40.8,Diseased
32.4,47.1,60,51.1,18.3,12,Diseased
30.6,87.6,59,98.2,32.8,38.9,Healthy
32.7,56.4,26.8,32.4,18.9,44.1,Diseased
35.7,46.8,68.4,47.7,74,13.4,Diseased
27.2,66.8,42.6,35.2,40.6,12.6,Healthy
23.3,42,36.1,61,74.5,7.3,Diseased
32.3,75.4,54,41.6,66,49.6,Healthy
23.6,84,32.3,16.4,64.5,27.7,Diseased
28.8,76.2,46.6,16.6,72.6,19.9,Diseased
31.5,56.6,66.6,76.1,64.5,19.4,Diseased
38.8,55.5,66.7,71.2,59.3,25.8,Diseased
25.6,77.3,25.1,54.1,58.6,24.9,Diseased
36.3,71.4,36.4,15.1,12.7,14,Diseased
31.9,69.2,60.2,51,59.1,29.4,Diseased
39.1,56.4,27.7,44.7,20.1,16.7,Diseased
26.5,53.8,60.8,86.1,10.5,6.5,Diseased
28,55.2,38.1,64.4,45.5,25,Healthy
22.8,40.4,69.1,95,74.9,21.6,Diseased
27.8,54.4,49,37.7,37.7,26.7,Healthy
35.6,59.1,54.2,41.4,18.7,25,Diseased
33.4,41,47,25.8,46.2,7.1,Diseased
34,83.9,64.4,91.7,74.8,18.3,Diseased
29.5,64.2,47.4,68.4,43.9,46.6,Healthy
39.9,41,27.8,82.6,23,23.6,Diseased
36.6,71.1,31,75,40.3,8.5,Diseased
22.1,74.6,60.3,40.8,13.1,27.4,Diseased
38.3,74.1,37.9,48.2,41.1,39,Healthy
28.4,76.4,65.2,21.4,65.8,26.1,Diseased
26.8,86.4,46.9,88.4,77.1,30.9,Healthy
24.1,82.8,54.1,17,41.2,14.9,Diseased
37.1,49.7,42.7,88.1,30.1,21.1,Healthy
28,60.7,45.3,48.3,22.6,35.6,Healthy
33.6,42.5,50.4,30.7,72,42.8,Healthy
36.6,79.7,51.3,64.1,24.4,30.7,Healthy
34.8,55.6,46.1,59.8,32.9,21.7,Healthy
32.2,46,67.3,25.8,16.9,43.3,Diseased
27.8,79.1,62.7,21.3,33.4,31.4,Diseased
20.9,82.3,45.9,47.5,68.2,37.5,Healthy
32.6,89.5,50.3,21.9,12.6,44.9,Diseased
22.8,43.9,35.3,77.3,49.4,30,Healthy
29.6,73.2,46.2,30.6,28.8,20.9,Healthy
26.6,41.1,44.2,57.8,55.6,15.3,Healthy
22.5,76.6,53.3,17.3,32.1,26.5,Diseased
28.6,58.4,69.5,71.3,67.5,33.8,Diseased
37.8,50,30.8,52.4,42,18.5,Healthy
38.3,71.9,66.7,60.7,71.2,46,Diseased
20.9,51.1,65.7,22,40.5,42.2,Diseased
34.7,69.9,48.2,49.5,45.7,22.8,Healthy
39.3,60.8,30.9,46.2,14.2,14.8,Diseased
20,74.3,47.5,94.7,12.9,17.8,Diseased
27.5,63.7,64.6,21.9,42.9,21.7,Diseased
35.7,73.7,26.5,92.1,65.7,42.8,Diseased
20.4,67.7,60.6,43.7,42.4,5.2,Diseased
25.6,61.2,40.2,21.2,28.8,11.2,Diseased
36.3,66.5,29.8,67.1,30.8,26,Diseased
36.7,83.2,64.8,76.1,62.3,11.3,Diseased
33.6,84.2,31.2,49.8,47.9,21.2,Healthy
26.7,88.2,20.8,27.2,25.8,19.1,Diseased
30.1,43.6,39.8,36.6,32.4,16.7,Healthy
38.4,85.9,52.7,85.6,15.2,8.4,Diseased
33.4,80.4,46.2,39.5,74.9,45.1,Healthy
39.1,67.4,25.2,75.9,58.3,47.5,Diseased
39,43.5,45.4,39.6,21.5,12.1,Healthy
31.5,70.1,26.7,84.3,20.6,15.6,Diseased
34.6,67,30.2,88.4,65.7,15,Healthy
28,43.8,66.3,27.5,60.9,27,Diseased
25.3,85,24.2,13.1,12.4,12.6,Diseased
30.2,66.1,54.2,97.3,57.1,8.9,Diseased
20.2,43.2,42.7,36.1,79.4,20,Healthy
27.1,73.9,20.3,76,58.3,25.1,Diseased
29,64.9,61.1,75,75.9,18.2,Diseased
21.2,55.5,48.3,22.1,51.5,11.2,Diseased
37.4,54.4,44.9,43.4,50.9,49.2,Healthy
25.2,60.7,56.2,21.6,41.8,38.6,Diseased
25,45.8,61.2,77.9,25.1,16.8,Diseased
25.7,78.5,68.9,10.8,70.4,9.2,Diseased
32.9,88.6,39.5,22,31.6,37.4,Diseased
20.1,52.8,30.3,80.6,53.4,11.9,Healthy
30,87.9,35.8,89.6,58.6,33.2,Healthy
20.1,86.5,60.8,56.3,63.8,11.3,Diseased
33.7,45.4,62.7,46.8,79.4,5.9,Diseased
36.8,51.8,45.6,17.9,62.1,17.8,Diseased
39.8,65.4,32.3,45.8,66.4,42.4,Healthy
38,88.9,56.3,60.8,62.2,20.6,Healthy
22.5,67.9,67.7,72.4,15,22.8,Diseased
33.8,42.5,26.1,52.9,47.3,28,Diseased
37,55.1,40.5,54.1,51.7,14.2,Healthy
24.8,50,48.2,51.2,35.4,30.2,Healthy
22.4,46.7,41.3,14.6,52.2,18.8,Diseased
22.3,52.9,51,65.7,15.6,38.2,Diseased
26.4,78.3,64.2,88.2,39.4,34.8,Diseased
22.4,61.4,35,10.5,52.6,17.4,Diseased
22.8,83,64.7,57.5,55.3,43,Diseased
29.4,87.3,54.4,44.2,58.9,9.6,Diseased
39.4,43,37.2,88.4,60,8,Diseased
39.1,60.3,69.6,78.7,69.5,20.9,Diseased
33.1,54.6,40.5,74,57.9,31.6,Healthy
36.7,76.3,43.7,99.7,30.6,7.2,Diseased
24.1,43.5,32.4,46.3,11.8,33.6,Diseased
24.2,80.9,62.4,12.3,40.5,22.3,Diseased
23.7,84,45.8,32.6,65.4,24.1,Healthy
24.4,85.4,26.9,30.8,23.8,29,Diseased
30.9,51.8,55.9,31.5,71.5,44,Healthy
29.6,63.4,56.1,47.6,70.4,43.7,Healthy
39.8,48.7,67,76.2,23.7,44.5,Diseased
39.2,88.9,33.4,59.3,30.1,28.4,Healthy
34.9,71.1,28.4,93.4,52.4,42.4,Diseased
32.7,54.6,27.9,46.6,64.8,49,Diseased
37.5,84.6,61.8,96.8,38,17.2,Diseased
20.8,89,66.8,79.8,30.5,9.2,Diseased
24.8,71.9,44.3,19.1,69.7,8.6,Diseased
39.2,47.7,33.1,34,49.8,47.7,Healthy
35.4,69.9,49.3,45.3,39.1,18,Healthy
35.1,54,65.6,91.9,38.4,14.3,Diseased
22,86.1,63.8,78.1,79.9,32.3,Diseased
24.4,54,52.1,26.9,36.8,39.1,Diseased
37.8,51.8,26.9,92.6,50.6,39.9,Diseased
34,88.2,69.5,43.6,78.1,43.5,Diseased
29.7,69.6,23.5,14.1,41.1,33.3,Diseased
39.3,56.9,60.7,60.7,15.5,47.1,Diseased
39.3,77.4,68.3,90.3,37.3,48.9,Diseased
30.1,53.5,49.3,69.4,31.3,31.3,Healthy
28,69.1,36.9,18.3,30.9,8.2,Diseased
23.8,42.4,65.4,82.3,40.9,47,Diseased
28.2,63.2,40.6,73.6,50.5,30.9,Healthy
37.4,87.7,57.7,16.9,23,39.2,Diseased
27.8,51.9,43.8,13.7,26.7,10,Diseased
36.6,80.5,45.8,47.4,20.8,9.5,Diseased
36.9,60.4,67.6,40.5,74.3,9.5,Diseased
26.5,87.3,60.3,77.9,26.1,48.9,Diseased
23.5,43.5,56.5,60.5,10.3,41.5,Diseased
34,75.1,53.5,88.4,35.1,41.5,Healthy
34.2,70.9,22.7,36.8,16.5,40.8,Diseased
25.9,53.3,57.6,22.1,39.1,15.7,Diseased
32,89.9,44.8,60.2,66.6,32.1,Healthy
34,72.5,32.9,83.1,29,39.5,Healthy
37,67.4,37.3,58.2,34.9,13.8,Healthy
20.3,80.3,25.3,47.7,74,36,Diseased
30.5,44.1,57.4,47,40.7,38.3,Healthy
35.5,59.4,37.7,53.7,17.3,9.7,Diseased
27.4,80.7,47.8,14.1,51.1,44.9,Diseased
21.4,68.6,26.4,51.4,40.4,46.4,Diseased
30.4,88.4,23.2,34,13.1,14,Diseased
23.6,72.5,20.1,77.5,37.2,48,Diseased
20.2,69.9,42.4,60.7,72.6,18.6,Healthy
23.3,64.2,26,28.6,11.9,20.4,Diseased
24.7,47.8,45.2,53.9,20.7,38.5,Healthy
25.9,86.3,31,36.4,53.1,29.3,Healthy
25.1,59.6,51.5,19.8,74.2,17.1,Diseased
27.5,47.8,54.7,51.8,27,47.6,Healthy
35.3,75.8,49.1,64.6,65.7,24.9,Healthy
39.5,62.5,44.8,80.2,28.2,48.9,Healthy
22.2,41.9,55.5,90.9,48.5,49,Healthy
31.3,67.4,45,94.5,47.2,45.5,Healthy
22.1,46.4,39.7,58,38.3,21.2,Healthy
37.6,71.7,41.5,81.2,79.9,42.8,Healthy
22.6,49.4,45.2,61.5,76.6,44.2,Healthy
24.9,53.4,64.9,64,10.8,46.9,Diseased
25.7,40.6,41.2,84.3,36.1,12.4,Healthy
28.5,86.5,36.6,85.6,63.7,39.5,Healthy
29,60.5,30.1,67.3,79.4,15.6,Healthy
34.4,62.6,26.4,48.6,10.9,36.2,Diseased
36.3,69,23.5,54.7,74.1,27.4,Diseased
38,44.2,29.7,92.9,70.4,42.5,Diseased
33.1,77.2,56.7,28.7,47,23.8,Diseased
27.7,60.7,48.8,29.2,67.3,9,Diseased
35.4,57.2,59.9,54.2,58,35.5,Healthy
38.5,79,28.2,69.1,43.7,29.6,Diseased
35.9,43.3,32,93.1,35.3,30.8,Healthy
39.8,42.3,34.6,90.1,47.1,22.3,Healthy
32.6,67.1,50.1,28.6,43.1,13.1,Diseased
39.2,59.8,27.9,56.8,57.4,17.2,Diseased
38.9,56.5,62.1,69,63.4,24.8,Diseased
35.6,49.7,23.4,29.7,76.3,21.7,Diseased
24.1,69,40,40.8,41.3,48.8,Healthy
35.4,49.9,66.5,14.9,47.6,32,Diseased
36,44.4,42,23.2,13.6,29,Diseased
34.1,76.9,32,49.7,66.6,46.7,Healthy
26.5,55,53.8,44.9,48.6,49.9,Healthy
33.6,60.3,44.1,56.6,70.4,12.4,Healthy
26.9,43.4,61.3,50.2,57.7,22.8,Diseased
27.5,74,43.4,95.9,64.7,27.9,Healthy
37.9,47.6,58.9,11.9,63.6,45.8,Diseased
31.3,88.3,35,79.3,51.9,18,Healthy
24,71.7,68.4,48.5,56.7,21.5,Diseased
37.7,50.8,29.6,93.5,21.2,49,Diseased
32.2,71.2,61,23.4,60.8,15.2,Diseased
37.2,43.7,53.1,36.4,19.5,19,Diseased
20.4,73.4,32.1,39.3,34.6,41.6,Healthy
26.2,52.7,52.4,67.5,69.3,45,Healthy
30.1,57.8,36.3,84.5,27.7,22.4,Healthy
37.2,50.5,63.5,13.3,62.6,36.9,Diseased
26.7,48.4,34.8,33.1,17.5,7.7,Diseased
30.3,82,20.3,86.8,18.8,29.7,Diseased
29.5,62.8,41.4,45.7,39.3,19.6,Healthy
27.3,79.6,58.8,64.8,73.7,13.8,Healthy
29.2,60.6,62.4,16.3,31.8,27.5,Diseased
20.2,72.2,60.4,63,62.4,19.3,Diseased
30.4,65.1,41.1,57.2,61.5,35,Healthy
37.1,60.2,38.4,62.2,73.1,22.7,Healthy
30.2,78.1,33.4,75.4,12.6,7.7,Diseased
38.6,56.7,56,22.3,52.8,28.1,Diseased
22.8,69.7,24.2,25.7,19.7,24.2,Diseased
30.7,65.1,56.7,61.1,55.7,11.5,Healthy
25,45.7,57.3,84.6,19.9,29.2,Diseased
24.6,48.2,65.1,71,26.4,5.5,Diseased
26,77.1,46.6,13,44.2,21.9,Diseased
37.8,71,66.3,73.2,17.3,33.5,Diseased
21.5,76,59.5,90.2,67.3,13.4,Healthy
32.1,79,42.5,79.4,78.3,35.7,Healthy
37.6,61.9,33.5,92.1,65.8,43.7,Healthy
31.9,50.5,51.4,73.9,47.5,10.7,Healthy
31.2,73.8,48.4,70.8,65.3,43.7,Healthy
30.7,57.3,36.9,11.5,77.1,35.3,Diseased
39.3,64.9,28.3,47.3,79,46.2,Diseased
39,56.4,67.9,92.9,38.6,13.9,Diseased
38.2,48.4,38.5,66.5,58.8,39,Healthy
31.6,55.6,61.8,73.3,55.4,48.6,Diseased
29.8,88.6,27.6,36.7,52.9,20.6,Diseased
26.9,74.4,39.5,55.2,38.8,44.4,Healthy
24.6,78.3,44.6,27.5,69.2,15.2,Diseased
34.5,64.8,63.8,31.4,17.1,49.9,Diseased
28.9,46.4,37.9,26.1,20.5,24.1,Diseased
23.1,43.7,39.9,11.5,67,34.8,Diseased
27.4,47.2,69.3,76.6,73.1,44.5,Diseased
32.7,49,54,48.4,36.1,46.4,Healthy
22.6,72.4,42.3,64.1,62,48.4,Healthy
23.2,63.9,37.5,26.1,53.6,39.7,Diseased
30.5,75.9,40.4,15.6,55.1,40.4,Diseased
36.8,57.3,22,52.2,31.9,29.7,Diseased
37.1,49.6,62.3,25.7,33.7,7.6,Diseased
21.7,46,53.4,88.8,69.3,6.7,Diseased
28.2,58.9,40.8,33.5,49.8,40.9,Healthy
38.9,45.7,20.4,20.3,60,37.8,Diseased
38.7,56.7,56.4,28.8,60.4,29.6,Diseased
37,48.2,24.4,34.9,79.4,20.8,Diseased
34.2,66.3,53.7,17.6,24.7,8.9,Diseased
25.4,83.7,66,10.9,67,16.3,Diseased
21.9,55.4,61,73.5,15.1,35.6,Diseased
29,49.9,28.1,75.1,75.8,29.3,Diseased
28.7,81.2,65.3,56,28.6,7,Diseased
25.4,80.8,42.7,71.8,17,33.1,Diseased
31.6,82.5,39,87.6,59.4,38.5,Healthy
38.6,87.2,29.1,98.3,31.7,20.7,Diseased
27.7,87,51.2,86.6,36.2,40.8,Healthy
31.1,78.1,51.6,83.5,31.6,17.7,Healthy
27.8,77.9,65.4,74.5,35.9,18.3,Diseased
38.5,73.4,52.3,55.2,26.8,9.5,Diseased
28.2,52,34.2,25.8,73.4,35.9,Diseased
30.3,45.5,56.6,47,42.3,47.4,Healthy
32.2,43.3,58.6,77.7,15.2,30.7,Diseased
21.7,41.7,26,60.9,70.6,9.4,Diseased
23.9,56.1,50.3,45.7,57.2,49.5,Healthy
36.4,86.6,28.9,82.8,15.5,18.2,Diseased
32.8,45.7,60.8,33.3,76,21.3,Diseased
36.4,75.5,69.5,22.6,44.3,46.2,Diseased
29.6,57.3,50.2,81.5,57.3,37.3,Healthy
23.1,84.3,35,79.7,64.9,29.9,Healthy
35.6,57.6,50.2,30.7,75.1,16.7,Healthy
38,68.6,40.9,44,15.9,17.7,Diseased
20.4,66,37.6,48,54.9,17.7,Healthy
23.2,81.8,49.7,34.3,22.1,17.5,Healthy
27.9,88.5,51.3,83.7,22.5,8.5,Diseased
25.7,71.3,59.4,96,30.5,21.1,Healthy
35.4,65.1,47.5,49.6,19.1,43.9,Diseased
28.2,44.6,46.9,28.3,40.1,23.3,Diseased
21.1,47.2,49,94.2,78.5,32,Healthy
37.3,40.3,29.4,25.2,45.7,26.1,Diseased
33.6,83.4,66.2,64.6,48,10,Diseased
27,89,43,23.2,66.2,29.1,Diseased
27,89,30.8,67.2,62.4,6.1,Diseased
30,81.8,56.1,86.1,10.8,26.4,Diseased
31.8,56.5,61.2,84.9,15.5,15.5,Diseased
34.3,56,49.2,58,19,36,Diseased
23.9,45.6,23.7,41.4,16.4,20.4,Diseased
24.1,62.8,54.7,21.7,70,34.6,Diseased
20.6,87.3,44.9,14.9,23.7,40.6,Diseased
27.9,89.5,45,45.4,29.4,49.3,Healthy
39.1,61.9,40.8,67.5,26.9,22.4,Healthy
29.5,68.3,66.8,48.2,20.8,27.3,Diseased
32.6,44.8,54.9,84.7,58.4,28.8,Healthy
31.9,48.6,65.3,26.7,53.7,7,Diseased
20.6,56.7,41.4,85,59.7,5,Diseased
23,56.8,23.1,86.6,40.4,26.4,Diseased
22.2,46,42.9,80.7,53.1,41.2,Healthy
23.6,60.5,35.8,12.6,32.9,30.8,Diseased
28.1,60.2,45.5,18.4,65.3,20.7,Diseased
27.5,42.7,61.9,67.1,57.8,49.3,Diseased
34.2,63.3,61.8,98.9,39.8,17.7,Diseased
30.6,53.5,30.5,42.6,21,42.5,Healthy
32.8,54.1,21.6,78.5,74.5,21.6,Diseased
25,54.9,29.7,69.8,60.7,14,Diseased
36.4,71.4,63.7,91.7,53.9,8.6,Diseased
28.2,42.3,48.6,24.6,76.5,7.6,Diseased
25,61.5,25.8,32.8,27.9,12.6,Diseased
39.2,46.1,50.4,35.2,69.2,11.9,Healthy
29.8,70.8,35.1,61.5,21.2,43.3,Healthy
29.7,49.7,54,72.2,12.4,21.5,Diseased
23.8,78.2,25.8,42.1,42,10.7,Diseased
32,77.4,39.5,81.5,51,46.4,Healthy
33.5,64.9,60.4,36.5,59.8,28.4,Diseased
35.1,44.1,49.9,70.2,19.3,37.5,Diseased
38.2,73.6,51.6,98.5,25,41.2,Healthy
22.3,82.1,25.5,69.6,68,34.6,Diseased
29,64.5,54.6,47.3,13.5,35.8,Diseased
24.1,77.8,52.4,81.2,52.6,35.7,Healthy
26.4,60.2,62,93.2,34,34.7,Diseased
39.2,59.7,64.6,35.2,69.9,20.6,Diseased
37.2,83.2,49.3,14.9,63.1,47.6,Diseased
23.7,67.5,42.9,82.8,13.7,22.5,Diseased
34.2,41,52.6,18.8,77.3,10.3,Diseased
24.2,47.1,42.7,47.8,67.5,9.6,Diseased
38.3,46.5,59.5,10.5,41.2,40.2,Diseased
21.9,80.1,45.1,34.3,65.2,29.3,Healthy
36,69.8,59.5,31.7,19.8,31.6,Diseased
31.9,80.4,32.8,73.8,12.3,44,Diseased
37.6,66.6,54.8,88,70.4,15.7,Healthy
28.1,43.8,48.8,88.5,70.1,45.2,Healthy
28.7,45.3,56.5,45.9,65,40.2,Healthy
36.9,52.4,23,31.2,45.4,33.4,Diseased
23.7,46.3,45.8,83.2,50,20.6,Healthy
37.2,70.4,32.2,55.1,79.4,47.9,Healthy
21.4,85,44.6,18.6,13.5,27.9,Diseased
32.4,61.4,31.1,15.3,42.2,23.1,Diseased
25.3,79.4,43.6,32.3,68.1,30.4,Healthy
33.8,80.4,21.1,20.2,67.5,21.9,Diseased
20.9,53.3,26.6,17.5,65.1,45,Diseased
29.3,67.7,28.8,86.2,41.5,30.3,Diseased
30.9,45.7,35.9,93.9,19.8,28.4,Diseased
29.5,84.7,68,67.8,63.1,25.1,Diseased
36.6,52.7,41.4,80.7,15.5,14.6,Diseased
31,78.9,21.3,34.8,34.9,12.9,Diseased
34.2,58.5,38.4,27.3,21.9,12.1,Diseased
34.4,49.3,35.5,82.3,56.8,30.5,Healthy
30.7,49.2,47.9,24.8,35.2,29.7,Diseased
27.5,63.2,50.1,54.7,19.3,49.8,Diseased
22.1,85.5,66,70.8,51.1,49,Diseased
39.5,58.1,56,27.3,32.2,9.1,Diseased
22.3,51.1,26.2,97.1,77.7,38.6,Diseased
39.9,58.1,51,65.8,74.5,16.3,Healthy
28.2,83.1,24.1,77.6,18.2,49.3,Diseased
26,66.4,27,62.2,69.4,6.1,Diseased
36.7,58.7,60.3,62.1,56.7,25.5,Diseased
31.6,51.6,48.7,82.1,15.6,19.6,Diseased
25.4,49.6,68.1,15.9,49.9,49.5,Diseased
22.8,79.9,21,96.6,36.1,47,Diseased
38.5,60.7,55.6,66.3,75.8,7.2,Diseased
20.8,62.9,39,12.6,59.6,30.2,Diseased
21.4,55.5,39.8,28.7,39.4,8.7,Diseased
27.9,77.7,40.9,66.1,77.7,18.4,Healthy
30.4,84.8,55.4,12.7,79.8,15.7,Diseased
39.8,77.7,45.1,14.2,23.4,39.8,Diseased
